payment_id,ride_id,payment_method,payment_status,tip_amount
P00675,R00675,Debit Card,Failed,135.0
P00676,R00676,Debit Card,Pending,123.96
P00677,R00677,UPI,Success,77.04
P00678,R00678,Cash,Pending,148.59
P00679,R00679,Cash,Pending,47.46
P00680,R00680,Cash,Pending,32.9
P00681,R00681,Debit Card,Failed,53.22
P00682,R00682,Credit Card,Pending,4.42
P00683,R00683,Credit Card,Failed,64.16
P00684,R00684,Cash,Success,36.03
P00685,R00685,Credit Card,Success,72.81
P00686,R00686,Cash,Success,72.16
P00687,R00687,Cash,Success,45.25
P00688,R00688,Debit Card,Pending,80.97
P00689,R00689,Cash,Success,142.29
P00690,R00690,Credit Card,Failed,46.5
P00691,R00691,Credit Card,Success,133.81
P00692,R00692,Credit Card,Failed,99.0
P00693,R00693,UPI,Failed,46.92
P00694,R00694,Cash,Failed,51.03
P00695,R00695,Credit Card,Failed,32.73
P00696,R00696,UPI,Pending,37.25
P00697,R00697,Credit Card,Failed,71.56
P00698,R00698,Cash,Failed,20.08
P00699,R00699,Debit Card,Success,52.27
P00700,R00700,Credit Card,Success,41.49
P00701,R00701,Cash,Pending,47.42
P00702,R00702,Debit Card,Failed,2.28
P00703,R00703,UPI,Success,33.73
P00704,R00704,Credit Card,Pending,97.24
P00705,R00705,Debit Card,Pending,36.31
P00706,R00706,Cash,Success,59.73
P00707,R00707,Debit Card,Success,148.12
P00708,R00708,UPI,Success,61.88
P00709,R00709,Debit Card,Pending,139.79
P00710,R00710,Credit Card,Success,93.28
P00711,R00711,Debit Card,Success,52.45
P00712,R00712,UPI,Success,64.48
P00713,R00713,Debit Card,Pending,127.53
P00714,R00714,UPI,Pending,15.72
P00715,R00715,Debit Card,Pending,35.32
P00716,R00716,Credit Card,Failed,8.16
P00717,R00717,Cash,Failed,129.47
P00718,R00718,Cash,Success,138.83
P00719,R00719,UPI,Pending,89.36
P00720,R00720,UPI,Success,121.5
P00721,R00721,Debit Card,Success,78.49
P00722,R00722,Debit Card,Pending,32.87
P00723,R00723,UPI,Pending,47.14
P00724,R00724,Cash,Failed,25.88
P00725,R00725,Credit Card,Success,35.32
P00726,R00726,Credit Card,Success,108.62
P00727,R00727,Debit Card,Success,16.86
P00728,R00728,Debit Card,Pending,11.42
P00729,R00729,Cash,Failed,111.2
P00730,R00730,Debit Card,Failed,41.96
P00731,R00731,UPI,Pending,27.07
P00732,R00732,Credit Card,Failed,54.03
P00733,R00733,Credit Card,Pending,28.41
P00734,R00734,UPI,Pending,55.91
P00735,R00735,Cash,Pending,89.69
P00736,R00736,UPI,Success,34.6
P00737,R00737,Debit Card,Failed,37.82
P00738,R00738,Debit Card,Pending,46.42
P00739,R00739,Credit Card,Failed,143.79
P00740,R00740,Cash,Success,74.35
P00741,R00741,UPI,Failed,92.82
P00742,R00742,Debit Card,Success,54.08
P00743,R00743,Cash,Failed,81.96
P00744,R00744,Credit Card,Failed,93.08
P00745,R00745,Debit Card,Success,56.94
P00746,R00746,Cash,Success,69.13
P00747,R00747,Credit Card,Success,103.93
P00748,R00748,Debit Card,Failed,44.47
P00749,R00749,Cash,Pending,8.2
P00750,R00750,Debit Card,Pending,141.03
P00751,R00751,Debit Card,Success,120.45
P00752,R00752,Debit Card,Failed,147.94
P00753,R00753,Cash,Pending,17.46
P00754,R00754,Debit Card,Pending,12.35
P00755,R00755,Debit Card,Failed,136.45
P00756,R00756,UPI,Success,26.0
P00757,R00757,Cash,Success,70.49
P00758,R00758,Debit Card,Success,76.41
P00759,R00759,UPI,Pending,46.79
P00760,R00760,Debit Card,Failed,70.4
P00761,R00761,Debit Card,Failed,36.3
P00762,R00762,Credit Card,Failed,149.16
P00763,R00763,Debit Card,Success,20.89
P00764,R00764,UPI,Success,26.71
P00765,R00765,Credit Card,Pending,10.29
P00766,R00766,Debit Card,Success,104.72
P00767,R00767,UPI,Success,120.31
P00768,R00768,Credit Card,Failed,34.04
P00769,R00769,UPI,Failed,133.08
P00770,R00770,UPI,Pending,32.88
P00771,R00771,Credit Card,Pending,138.4
P00772,R00772,Debit Card,Pending,65.87
P00773,R00773,UPI,Success,137.81
P00774,R00774,Cash,Pending,29.09
P00775,R00775,Cash,Success,143.96
P00776,R00776,Debit Card,Failed,90.72
P00777,R00777,Debit Card,Pending,107.36
P00778,R00778,UPI,Success,30.02
P00779,R00779,UPI,Failed,50.53
P00780,R00780,Credit Card,Success,118.44
P00781,R00781,Credit Card,Failed,20.05
P00782,R00782,Cash,Failed,127.99
P00783,R00783,Cash,Pending,51.91
P00784,R00784,UPI,Success,89.65
P00785,R00785,UPI,Failed,89.4
P00786,R00786,Credit Card,Failed,67.17
P00787,R00787,UPI,Failed,9.47
P00788,R00788,Credit Card,Failed,26.7
P00789,R00789,Credit Card,Pending,83.56
P00790,R00790,Credit Card,Success,9.99
P00791,R00791,Cash,Failed,15.25
P00792,R00792,Debit Card,Pending,0.48
P00793,R00793,Credit Card,Failed,0.99
P00794,R00794,Credit Card,Success,86.37
P00795,R00795,Debit Card,Success,104.09
P00796,R00796,Debit Card,Success,47.4
P00797,R00797,Credit Card,Pending,121.93
P00798,R00798,UPI,Failed,143.46
P00799,R00799,Credit Card,Success,90.19
P00800,R00800,Debit Card,Failed,139.49
P00801,R00801,UPI,Failed,120.86
P00802,R00802,Credit Card,Success,53.59
P00803,R00803,Cash,Failed,112.91
P00804,R00804,Cash,Pending,91.36
P00805,R00805,Credit Card,Success,85.51
P00806,R00806,UPI,Failed,78.65
P00807,R00807,UPI,Pending,1.43
P00808,R00808,Cash,Success,125.08
P00809,R00809,UPI,Failed,92.63
P00810,R00810,Cash,Failed,124.84
P00811,R00811,Credit Card,Pending,9.21
P00812,R00812,Cash,Pending,108.82
P00813,R00813,Debit Card,Pending,66.1
P00814,R00814,Debit Card,Success,107.61
P00815,R00815,Cash,Pending,66.36
P00816,R00816,UPI,Pending,97.76
P00817,R00817,Debit Card,Failed,82.63
P00818,R00818,Credit Card,Failed,76.84
P00819,R00819,Debit Card,Failed,26.85
P00820,R00820,Credit Card,Failed,132.71
P00821,R00821,Cash,Success,40.07
P00822,R00822,Credit Card,Failed,137.19
P00823,R00823,UPI,Success,60.32
P00824,R00824,UPI,Pending,21.34
P00825,R00825,UPI,Success,137.95
P00826,R00826,Cash,Pending,141.09
P00827,R00827,Debit Card,Failed,38.23
P00828,R00828,Cash,Failed,60.39
P00829,R00829,Cash,Success,74.31
P00830,R00830,Credit Card,Success,114.82
P00831,R00831,Credit Card,Failed,1.36
P00832,R00832,UPI,Failed,134.8
P00833,R00833,Cash,Failed,10.58
P00834,R00834,Cash,Failed,21.95
P00835,R00835,UPI,Failed,111.9
P00836,R00836,Debit Card,Success,62.52
P00837,R00837,Cash,Failed,20.99
P00838,R00838,Debit Card,Failed,95.06
P00839,R00839,Debit Card,Success,25.41
P00840,R00840,UPI,Pending,57.64
P00841,R00841,UPI,Success,46.03
P00842,R00842,UPI,Success,102.93
P00843,R00843,Debit Card,Pending,6.89
P00844,R00844,Credit Card,Pending,102.28
P00845,R00845,Cash,Failed,148.83
P00846,R00846,Cash,Success,142.6
P00847,R00847,Cash,Success,49.61
P00848,R00848,UPI,Failed,144.57
P00849,R00849,UPI,Pending,15.44
P00850,R00850,UPI,Failed,123.2
P00851,R00851,Debit Card,Failed,59.28
P00852,R00852,Debit Card,Pending,100.6
P00853,R00853,UPI,Pending,119.65
P00854,R00854,UPI,Failed,78.33
P00855,R00855,Cash,Pending,97.85
P00856,R00856,Credit Card,Pending,106.69
P00857,R00857,Credit Card,Failed,119.19
P00858,R00858,Credit Card,Success,95.37
P00859,R00859,Cash,Pending,23.42
P00860,R00860,UPI,Failed,63.24
P00861,R00861,Credit Card,Success,110.88
P00862,R00862,Cash,Failed,111.29
P00863,R00863,UPI,Success,143.85
P00864,R00864,Credit Card,Success,57.69
P00865,R00865,UPI,Pending,147.08
P00866,R00866,UPI,Pending,66.59
P00867,R00867,Cash,Failed,93.2
P00868,R00868,Cash,Pending,86.94
P00869,R00869,Debit Card,Failed,61.91
P00870,R00870,Debit Card,Failed,98.66
P00871,R00871,Credit Card,Pending,137.75
P00872,R00872,Debit Card,Success,71.67
P00873,R00873,Debit Card,Failed,30.35
P00874,R00874,Debit Card,Pending,92.91
P00875,R00875,Debit Card,Success,80.95
P00876,R00876,Credit Card,Pending,124.0
P00877,R00877,Cash,Success,123.6
P00878,R00878,Cash,Failed,132.09
P00879,R00879,Cash,Pending,85.03
P00880,R00880,UPI,Failed,85.54
P00881,R00881,Credit Card,Success,69.41
P00882,R00882,Credit Card,Failed,134.96
P00883,R00883,Cash,Success,21.32
P00884,R00884,Cash,Pending,106.66
P00885,R00885,Credit Card,Success,100.31
P00886,R00886,Cash,Success,12.97
P00887,R00887,UPI,Failed,52.51
P00888,R00888,Credit Card,Success,89.98
P00889,R00889,UPI,Pending,1.74
P00890,R00890,Cash,Pending,76.65
P00891,R00891,Credit Card,Success,102.4
P00892,R00892,UPI,Success,98.98
P00893,R00893,Cash,Pending,87.64
P00894,R00894,UPI,Failed,40.36
P00895,R00895,Credit Card,Success,54.7
P00896,R00896,Cash,Success,50.85
P00897,R00897,Cash,Pending,105.85
P00898,R00898,Cash,Failed,80.97
P00899,R00899,Credit Card,Success,128.08
P00900,R00900,Cash,Failed,76.18
P00901,R00901,Cash,Success,18.55
P00902,R00902,Debit Card,Failed,134.76
P00903,R00903,UPI,Success,56.32
P00904,R00904,Cash,Success,62.1
P00905,R00905,Cash,Success,126.7
P00906,R00906,Cash,Pending,55.68
P00907,R00907,Credit Card,Failed,88.06
P00908,R00908,Cash,Success,84.41
P00909,R00909,Cash,Success,34.86
P00910,R00910,Debit Card,Pending,29.02
P00911,R00911,Cash,Success,83.62
P00912,R00912,Debit Card,Pending,100.89
P00913,R00913,Debit Card,Success,126.33
P00914,R00914,UPI,Pending,12.08
P00915,R00915,UPI,Failed,145.45
P00916,R00916,Credit Card,Success,59.0
P00917,R00917,Debit Card,Pending,11.85
P00918,R00918,Credit Card,Success,118.0
P00919,R00919,Cash,Pending,98.58
P00920,R00920,Credit Card,Success,46.79
P00921,R00921,Debit Card,Pending,47.71
P00922,R00922,Cash,Success,38.45
P00923,R00923,Credit Card,Pending,110.04
P00924,R00924,UPI,Success,93.17
P00925,R00925,Debit Card,Pending,112.41
P00926,R00926,Cash,Pending,57.44
P00927,R00927,UPI,Pending,14.58
P00928,R00928,Credit Card,Failed,45.17
P00929,R00929,Credit Card,Failed,17.17
P00930,R00930,UPI,Failed,142.99
P00931,R00931,Debit Card,Pending,41.57
P00932,R00932,UPI,Success,105.05
P00933,R00933,UPI,Failed,81.08
P00934,R00934,Cash,Success,76.23
P00935,R00935,Credit Card,Pending,124.05
P00936,R00936,UPI,Failed,27.48
P00937,R00937,UPI,Success,148.74
P00938,R00938,Credit Card,Failed,48.25
P00939,R00939,Credit Card,Pending,145.54
P00940,R00940,UPI,Success,70.09
P00941,R00941,Cash,Failed,63.32
P00942,R00942,Debit Card,Pending,136.67
P00943,R00943,UPI,Success,75.57
P00944,R00944,Debit Card,Success,110.32
P00945,R00945,Cash,Failed,54.96
P00946,R00946,Credit Card,Success,146.85
P00947,R00947,UPI,Failed,54.93
P00948,R00948,Credit Card,Pending,126.66
P00949,R00949,Debit Card,Failed,92.88
P00950,R00950,UPI,Failed,77.21
P00951,R00951,UPI,Pending,35.57
P00952,R00952,UPI,Failed,69.47
P00953,R00953,Debit Card,Success,132.61
P00954,R00954,UPI,Pending,26.73
P00955,R00955,Cash,Success,88.32
P00956,R00956,Credit Card,Failed,18.68
P00957,R00957,UPI,Failed,49.26
P00958,R00958,Debit Card,Pending,0.03
P00959,R00959,Debit Card,Failed,21.08
P00960,R00960,Debit Card,Success,143.59
P00961,R00961,UPI,Success,26.39
P00962,R00962,UPI,Pending,107.61
P00963,R00963,Debit Card,Failed,131.57
P00964,R00964,Credit Card,Failed,51.23
P00965,R00965,Debit Card,Pending,59.32
P00966,R00966,UPI,Pending,92.02
P00967,R00967,UPI,Pending,78.14
P00968,R00968,Debit Card,Success,112.34
P00969,R00969,Debit Card,Success,8.29
P00970,R00970,UPI,Success,88.39
P00971,R00971,UPI,Success,12.62
P00972,R00972,UPI,Failed,56.3
P00973,R00973,Credit Card,Pending,40.04
P00974,R00974,Cash,Failed,71.84
P00975,R00975,Debit Card,Success,1.49
P00976,R00976,Cash,Failed,87.6
P00977,R00977,Debit Card,Pending,34.55
P00978,R00978,Debit Card,Failed,141.69
P00979,R00979,UPI,Pending,4.3
P00980,R00980,UPI,Success,124.5
P00981,R00981,Credit Card,Failed,34.8
P00982,R00982,Debit Card,Pending,49.69
P00983,R00983,Credit Card,Failed,67.87
P00984,R00984,Debit Card,Failed,24.09
P00985,R00985,UPI,Failed,96.75
P00986,R00986,Debit Card,Failed,125.25
P00987,R00987,UPI,Success,97.78
P00988,R00988,Debit Card,Failed,14.24
P00989,R00989,Credit Card,Failed,9.97
P00990,R00990,Credit Card,Success,145.74
P00991,R00991,Debit Card,Failed,61.4
P00992,R00992,UPI,Failed,85.31
P00993,R00993,Cash,Success,142.56
P00994,R00994,Cash,Pending,57.31
P00995,R00995,Debit Card,Pending,94.11
P00996,R00996,Debit Card,Pending,143.41
P00997,R00997,UPI,Failed,48.65
P00998,R00998,Debit Card,Failed,107.05
P00999,R00999,Debit Card,Failed,30.41
P01000,R01000,Debit Card,Pending,36.34
P01001,R01001,Debit Card,Success,21.95
P01002,R01002,UPI,Failed,14.24
P01003,R01003,Cash,Failed,62.5
P01004,R01004,Debit Card,Pending,75.8
P01005,R01005,Debit Card,Success,68.85
P01006,R01006,Debit Card,Failed,87.17
P01007,R01007,Debit Card,Success,8.04
P01008,R01008,Cash,Success,28.59
P01009,R01009,UPI,Pending,101.08
P01010,R01010,Cash,Success,54.89
P01011,R01011,Cash,Pending,73.95
P01012,R01012,Debit Card,Pending,11.59
P01013,R01013,Cash,Pending,72.61
P01014,R01014,Debit Card,Failed,94.28
P01015,R01015,Debit Card,Pending,54.78
P01016,R01016,Credit Card,Failed,3.33
P01017,R01017,Debit Card,Success,77.6
P01018,R01018,UPI,Failed,123.9
P01019,R01019,UPI,Failed,117.03
P01020,R01020,Credit Card,Success,129.29
P01021,R01021,UPI,Failed,65.84
P01022,R01022,Debit Card,Failed,98.01
P01023,R01023,UPI,Pending,65.54
P01024,R01024,UPI,Failed,4.54
P01025,R01025,Cash,Success,61.98
P01026,R01026,UPI,Pending,4.96
P01027,R01027,Cash,Success,79.97
P01028,R01028,Credit Card,Pending,62.77
P01029,R01029,Credit Card,Pending,130.72
P01030,R01030,Cash,Pending,36.27
P01031,R01031,Debit Card,Failed,62.8
P01032,R01032,UPI,Success,99.08
P01033,R01033,Cash,Success,34.72
P01034,R01034,Debit Card,Success,7.28
P01035,R01035,Credit Card,Pending,70.27
P01036,R01036,Credit Card,Success,74.56
P01037,R01037,Credit Card,Pending,146.78
P01038,R01038,Debit Card,Success,83.47
P01039,R01039,Cash,Pending,141.11
P01040,R01040,Credit Card,Pending,109.49
P01041,R01041,Cash,Success,112.33
P01042,R01042,Credit Card,Failed,76.51
P01043,R01043,Credit Card,Pending,12.56
P01044,R01044,Cash,Pending,138.07
P01045,R01045,Cash,Failed,78.7
P01046,R01046,Cash,Success,122.21
P01047,R01047,Cash,Pending,106.36
P01048,R01048,Debit Card,Pending,77.34
P01049,R01049,UPI,Success,138.76
P01050,R01050,Cash,Pending,133.82
P01051,R01051,Cash,Failed,92.86
P01052,R01052,Credit Card,Success,49.54
P01053,R01053,Debit Card,Failed,102.45
P01054,R01054,Credit Card,Failed,102.94
P01055,R01055,Cash,Failed,112.22
P01056,R01056,UPI,Pending,127.31
P01057,R01057,Credit Card,Pending,43.27
P01058,R01058,Cash,Pending,39.71
P01059,R01059,Credit Card,Pending,130.96
P01060,R01060,UPI,Pending,92.16
P01061,R01061,Debit Card,Pending,98.31
P01062,R01062,Debit Card,Pending,27.06
P01063,R01063,Debit Card,Failed,131.6
P01064,R01064,Debit Card,Success,3.91
P01065,R01065,Debit Card,Pending,21.33
P01066,R01066,Debit Card,Pending,53.22
P01067,R01067,Debit Card,Success,76.57
P01068,R01068,Cash,Success,148.32
P01069,R01069,UPI,Failed,59.77
P01070,R01070,Debit Card,Pending,64.18
P01071,R01071,UPI,Pending,78.84
P01072,R01072,Credit Card,Pending,48.43
P01073,R01073,Debit Card,Pending,88.17
P01074,R01074,Cash,Pending,57.31
P01075,R01075,Credit Card,Pending,115.16
P01076,R01076,UPI,Failed,100.31
P01077,R01077,Debit Card,Failed,125.95
P01078,R01078,UPI,Success,8.12
P01079,R01079,Cash,Pending,0.37
P01080,R01080,Credit Card,Success,76.04
P01081,R01081,Credit Card,Pending,131.2
P01082,R01082,UPI,Pending,92.11
P01083,R01083,Debit Card,Failed,78.25
P01084,R01084,Credit Card,Failed,37.09
P01085,R01085,Debit Card,Success,122.49
P01086,R01086,Credit Card,Success,75.69
P01087,R01087,Debit Card,Pending,52.38
P01088,R01088,Credit Card,Pending,122.57
P01089,R01089,UPI,Success,67.71
P01090,R01090,Credit Card,Success,43.95
P01091,R01091,Credit Card,Failed,22.09
P01092,R01092,Cash,Pending,34.44
P01093,R01093,Debit Card,Pending,68.98
P01094,R01094,Credit Card,Success,65.66
P01095,R01095,UPI,Failed,23.72
P01096,R01096,Cash,Success,90.9
P01097,R01097,Debit Card,Success,44.51
P01098,R01098,UPI,Success,88.45
P01099,R01099,UPI,Failed,147.04
P01100,R01100,Debit Card,Pending,79.32
P01101,R01101,Debit Card,Success,45.99
P01102,R01102,Cash,Pending,126.59
P01103,R01103,UPI,Pending,128.2
P01104,R01104,Debit Card,Pending,72.54
P01105,R01105,Debit Card,Pending,80.84
P01106,R01106,Cash,Success,92.55
P01107,R01107,Cash,Failed,59.41
P01108,R01108,UPI,Failed,128.41
P01109,R01109,UPI,Failed,64.78
P01110,R01110,Debit Card,Pending,22.06
P01111,R01111,Cash,Pending,89.37
P01112,R01112,Credit Card,Success,39.29
P01113,R01113,Cash,Success,141.91
P01114,R01114,Credit Card,Failed,127.22
P01115,R01115,Debit Card,Pending,133.83
P01116,R01116,Credit Card,Success,146.35
P01117,R01117,Debit Card,Success,146.11
P01118,R01118,Credit Card,Failed,93.79
P01119,R01119,Credit Card,Success,41.67
P01120,R01120,UPI,Success,52.95
P01121,R01121,Credit Card,Success,23.28
P01122,R01122,Debit Card,Pending,124.91
P01123,R01123,UPI,Success,47.74
P01124,R01124,Credit Card,Pending,123.79
P01125,R01125,Debit Card,Success,113.12
P01126,R01126,Debit Card,Success,137.29
P01127,R01127,Cash,Pending,51.3
P01128,R01128,Cash,Pending,140.56
P01129,R01129,UPI,Pending,105.77
P01130,R01130,UPI,Success,55.92
P01131,R01131,Credit Card,Failed,109.57
P01132,R01132,Debit Card,Success,145.51
P01133,R01133,Debit Card,Success,36.4
P01134,R01134,UPI,Pending,109.48
P01135,R01135,Cash,Success,86.47
P01136,R01136,UPI,Failed,66.09
P01137,R01137,Debit Card,Pending,113.17
P01138,R01138,Credit Card,Success,145.29
P01139,R01139,Cash,Pending,124.17
P01140,R01140,Cash,Failed,120.56
P01141,R01141,Debit Card,Pending,98.58
P01142,R01142,Credit Card,Success,109.67
P01143,R01143,Credit Card,Failed,9.13
P01144,R01144,Debit Card,Success,32.16
P01145,R01145,Credit Card,Success,62.94
P01146,R01146,UPI,Pending,56.41
P01147,R01147,UPI,Pending,85.21
P01148,R01148,UPI,Pending,93.36
P01149,R01149,Cash,Pending,66.51
P01150,R01150,UPI,Failed,34.11
P01151,R01151,Cash,Failed,86.13
P01152,R01152,Cash,Success,134.22
P01153,R01153,Cash,Failed,60.84
P01154,R01154,Cash,Failed,118.29
P01155,R01155,Credit Card,Failed,77.57
P01156,R01156,Cash,Failed,33.88
P01157,R01157,Debit Card,Failed,137.55
P01158,R01158,Debit Card,Success,112.89
P01159,R01159,UPI,Success,131.76
P01160,R01160,UPI,Success,121.28
P01161,R01161,UPI,Success,0.17
P01162,R01162,UPI,Success,146.47
P01163,R01163,Debit Card,Pending,79.9
P01164,R01164,UPI,Pending,55.14
P01165,R01165,Cash,Failed,129.31
P01166,R01166,Debit Card,Failed,54.61
P01167,R01167,UPI,Pending,14.02
P01168,R01168,UPI,Success,115.28
P01169,R01169,Cash,Pending,64.53
P01170,R01170,Cash,Failed,67.07
P01171,R01171,Cash,Failed,96.54
P01172,R01172,Cash,Success,70.45
P01173,R01173,UPI,Failed,40.65
P01174,R01174,UPI,Pending,8.14
P01175,R01175,Debit Card,Pending,145.56
P01176,R01176,Debit Card,Failed,129.01
P01177,R01177,Cash,Failed,9.09
P01178,R01178,Debit Card,Pending,0.88
P01179,R01179,UPI,Failed,104.56
P01180,R01180,Credit Card,Pending,37.79
P01181,R01181,Debit Card,Failed,108.14
P01182,R01182,Cash,Pending,74.84
P01183,R01183,UPI,Success,115.28
P01184,R01184,Cash,Pending,111.08
P01185,R01185,Credit Card,Failed,73.71
P01186,R01186,Credit Card,Pending,13.15
P01187,R01187,UPI,Pending,127.01
P01188,R01188,Debit Card,Pending,121.52
P01189,R01189,Debit Card,Success,119.12
P01190,R01190,Debit Card,Success,134.38
P01191,R01191,Credit Card,Failed,94.9
P01192,R01192,UPI,Pending,53.01
P01193,R01193,Cash,Pending,2.31
P01194,R01194,Cash,Pending,64.68
P01195,R01195,Credit Card,Pending,43.39
P01196,R01196,Cash,Failed,36.89
P01197,R01197,Credit Card,Pending,8.94
P01198,R01198,UPI,Pending,133.14
P01199,R01199,Debit Card,Failed,87.13
P01200,R01200,Credit Card,Failed,81.82
P01201,R01201,Cash,Pending,41.46
P01202,R01202,UPI,Failed,101.67
P01203,R01203,Credit Card,Failed,12.5
P01204,R01204,Credit Card,Pending,73.07
P01205,R01205,Debit Card,Pending,29.93
P01206,R01206,UPI,Failed,27.42
P01207,R01207,Debit Card,Pending,90.24
P01208,R01208,UPI,Success,35.46
P01209,R01209,Cash,Pending,13.39
P01210,R01210,UPI,Pending,69.07
P01211,R01211,Cash,Pending,132.08
P01212,R01212,UPI,Success,63.39
P01213,R01213,Credit Card,Pending,119.49
P01214,R01214,UPI,Success,81.26
P01215,R01215,Debit Card,Failed,94.01
P01216,R01216,Credit Card,Pending,70.03
P01217,R01217,UPI,Pending,14.27
P01218,R01218,UPI,Pending,14.43
P01219,R01219,Cash,Pending,74.8
P01220,R01220,UPI,Success,23.66
P01221,R01221,Debit Card,Success,31.51
P01222,R01222,Cash,Success,13.05
P01223,R01223,Credit Card,Pending,54.5
P01224,R01224,UPI,Success,57.07
P01225,R01225,UPI,Failed,23.2
P01226,R01226,Debit Card,Success,47.13
P01227,R01227,Credit Card,Failed,66.01
P01228,R01228,Credit Card,Success,17.05
P01229,R01229,Cash,Success,6.88
P01230,R01230,Credit Card,Pending,126.83
P01231,R01231,Credit Card,Success,84.3
P01232,R01232,Debit Card,Pending,9.37
P01233,R01233,Debit Card,Failed,48.48
P01234,R01234,Debit Card,Pending,76.94
P01235,R01235,Credit Card,Pending,122.35
P01236,R01236,Debit Card,Success,27.94
P01237,R01237,Debit Card,Success,129.53
P01238,R01238,Debit Card,Failed,9.05
P01239,R01239,Credit Card,Success,63.03
P01240,R01240,UPI,Success,147.96
P01241,R01241,Credit Card,Failed,141.08
P01242,R01242,Credit Card,Pending,58.9
P01243,R01243,Credit Card,Pending,28.13
P01244,R01244,Credit Card,Success,96.15
P01245,R01245,Credit Card,Failed,111.9
P01246,R01246,Credit Card,Pending,46.17
P01247,R01247,UPI,Failed,8.55
P01248,R01248,Debit Card,Success,76.17
P01249,R01249,Credit Card,Pending,96.45
P01250,R01250,Credit Card,Failed,114.65
P01251,R01251,Credit Card,Pending,33.44
P01252,R01252,Cash,Success,76.69
P01253,R01253,Debit Card,Pending,146.88
P01254,R01254,Cash,Success,88.84
P01255,R01255,Credit Card,Pending,89.79
P01256,R01256,Credit Card,Success,117.24
P01257,R01257,Cash,Failed,119.2
P01258,R01258,Cash,Failed,147.32
P01259,R01259,UPI,Success,81.49
P01260,R01260,Cash,Success,145.88
P01261,R01261,UPI,Failed,48.03
P01262,R01262,Credit Card,Failed,77.71
P01263,R01263,Credit Card,Success,63.66
P01264,R01264,UPI,Failed,100.3
P01265,R01265,Debit Card,Pending,10.56
P01266,R01266,Cash,Pending,73.29
P01267,R01267,Debit Card,Pending,31.66
P01268,R01268,Debit Card,Failed,24.58
P01269,R01269,UPI,Pending,119.64
P01270,R01270,Cash,Failed,115.88
P01271,R01271,UPI,Failed,9.03
P01272,R01272,Credit Card,Pending,4.68
P01273,R01273,Cash,Success,57.26
P01274,R01274,Credit Card,Success,28.91
P01275,R01275,UPI,Failed,15.41
P01276,R01276,UPI,Success,101.23
P01277,R01277,Cash,Success,17.85
P01278,R01278,Credit Card,Success,66.01
P01279,R01279,Cash,Pending,31.78
P01280,R01280,UPI,Success,78.51
P01281,R01281,Cash,Pending,121.62
P01282,R01282,UPI,Success,123.57
P01283,R01283,UPI,Failed,147.64
P01284,R01284,Debit Card,Pending,136.25
P01285,R01285,Debit Card,Failed,3.3
P01286,R01286,Debit Card,Success,87.23
P01287,R01287,UPI,Failed,58.44
P01288,R01288,Debit Card,Success,11.97
P01289,R01289,Debit Card,Success,60.29
P01290,R01290,Debit Card,Failed,66.17
P01291,R01291,Cash,Failed,76.91
P01292,R01292,Credit Card,Pending,54.76
P01293,R01293,Credit Card,Pending,139.08
P01294,R01294,UPI,Success,81.9
P01295,R01295,Cash,Pending,123.55
P01296,R01296,Debit Card,Success,108.1
P01297,R01297,Credit Card,Success,136.69
P01298,R01298,Credit Card,Pending,134.28
P01299,R01299,Debit Card,Success,14.88
P01300,R01300,Credit Card,Success,105.74
P01301,R01301,Cash,Pending,69.06
P01302,R01302,Cash,Success,35.62
P01303,R01303,Credit Card,Pending,137.2
P01304,R01304,UPI,Failed,68.02
P01305,R01305,Debit Card,Success,31.36
P01306,R01306,Credit Card,Pending,57.88
P01307,R01307,Credit Card,Failed,126.01
P01308,R01308,Cash,Success,133.74
P01309,R01309,Credit Card,Success,112.38
P01310,R01310,Credit Card,Pending,33.91
P01311,R01311,UPI,Pending,109.74
P01312,R01312,Cash,Success,31.24
P01313,R01313,Credit Card,Pending,21.04
P01314,R01314,Debit Card,Pending,11.06
P01315,R01315,Cash,Success,117.75
P01316,R01316,UPI,Success,107.1
P01317,R01317,Debit Card,Failed,47.06
P01318,R01318,Credit Card,Success,101.07
P01319,R01319,Cash,Pending,107.88
P01320,R01320,Credit Card,Failed,114.56
P01321,R01321,Cash,Failed,17.43
P01322,R01322,UPI,Success,70.76
P01323,R01323,UPI,Failed,27.34
P01324,R01324,Cash,Failed,107.1
P01325,R01325,Cash,Pending,67.83
P01326,R01326,Debit Card,Failed,135.94
P01327,R01327,Debit Card,Pending,94.62
P01328,R01328,Debit Card,Success,130.05
P01329,R01329,Debit Card,Failed,74.95
P01330,R01330,UPI,Success,63.51
P01331,R01331,Cash,Success,24.08
P01332,R01332,Debit Card,Success,79.45
P01333,R01333,Debit Card,Pending,81.46
P01334,R01334,UPI,Pending,130.38
P01335,R01335,Debit Card,Success,133.77
P01336,R01336,Cash,Pending,52.7
P01337,R01337,Debit Card,Pending,16.53
P01338,R01338,Cash,Failed,131.45
P01339,R01339,Debit Card,Success,15.04
P01340,R01340,Debit Card,Failed,126.01
P01341,R01341,Credit Card,Success,36.38
P01342,R01342,Credit Card,Failed,97.35
P01343,R01343,Cash,Success,112.2
P01344,R01344,Debit Card,Success,97.17
P01345,R01345,Credit Card,Success,14.36
P01346,R01346,UPI,Failed,79.37
P01347,R01347,Credit Card,Success,20.76
P01348,R01348,Credit Card,Pending,119.51
P01349,R01349,Credit Card,Failed,110.17
